i,dir,p_now,p_future,gross_ret,net_ret,balance
1132,-1,117931.16,117991.93,-0.000515300621142023,-0.000515300621142023,10452.17819237983
1134,1,117991.93,118118.32,0.0010711749523888425,0.0010711749523888425,10463.374303857412
1136,1,118118.32,117974.64,-0.0012164074124996205,-0.0012164074124996205,10450.646577794441
1138,1,117974.64,117963.08,-9.798716063047497e-05,-9.798716063047497e-05,10449.62254860953
1140,1,117963.08,117880.0,-0.000704288155243149,-0.000704288155243149,10442.263003221782
1142,-1,117880.0,118107.3,-0.0019282321004412406,-0.0019282321004412406,10422.12789649772
1144,-1,118107.3,118383.11,-0.002335249387633187,-0.002335249387633187,10397.789628709588
1146,1,118383.11,118475.5,0.0007804322761921778,0.0007804322761921778,10405.904399336889
1148,1,118475.5,118658.12,0.001541415735742735,0.001541415735742735,10421.94422412266
1150,1,118658.12,118572.1,-0.0007249398524095119,-0.0007249398524095119,10414.388941415005
1152,1,118572.1,118076.8,-0.004177205261608807,-0.004177205261608807,10370.885901132486
1154,-1,118076.8,118299.7,-0.001887754410688558,-0.001887754410688558,10351.308215529874
1156,1,118299.7,118225.22,-0.0006295873954033082,-0.0006295873954033082,10344.791162351443
1158,1,118225.22,118137.59,-0.000741212407978642,-0.000741212407978642,10337.12347478396
1160,-1,118137.59,118024.85,0.00095431098602905,0.00095431098602905,10346.988305279885
1162,-1,118024.85,117576.27,0.0038007250168079487,0.0038007250168079487,10386.314362580382
1164,-1,117576.27,117232.91,0.00292031716944241,0.00292031716944241,10416.645694740651
1166,-1,117232.91,117213.55,0.0001651413412837588,0.0001651413412837588,10418.365913582358
1168,-1,117213.55,117178.21,0.0003015009783424727,0.0003015009783424727,10421.507061098033
1170,-1,117178.21,118028.63,-0.007257492668645504,-0.007257492668645504,10345.873050005877
1172,1,118028.63,118354.0,0.002756704030200119,0.002756704030200119,10374.393559938768
1174,1,118354.0,118286.37,-0.000571421329232713,-0.000571421329232713,10368.465410180765
1176,1,118286.37,118421.61,0.0011433269953249336,0.0011433269953249336,10380.319956584317
1178,1,118421.61,119128.48,0.005969096349897507,0.005969096349897507,10442.281086547933
1180,1,119128.48,119237.76,0.0009173289208423974,0.0009173289208423974,10451.860092988189
1182,1,119237.76,119050.19,-0.0015730755089662374,-0.0015730755089662374,10435.418527852768
1184,1,119050.19,118648.25,-0.003376223087086183,-0.003376223087086183,10400.186226895625
1186,1,118648.25,118639.75,-7.164033182116558e-05,-7.164033182116558e-05,10399.441154103328
1188,1,118639.75,118229.59,-0.0034571886741163738,-0.0034571886741163738,10363.488323928223
1190,1,118229.59,118222.94,-5.624649463809028e-05,-5.624649463809028e-05,10362.90541403778
1192,1,118222.94,118804.18,0.004916473909378327,0.004916473909378327,10413.854368131251
1194,-1,118804.18,118881.53,-0.000651071368027667,-0.000651071368027667,10407.074205721352
1196,1,118881.53,118310.81,-0.00480074575083278,-0.00480074575083278,10357.112488449633
1198,1,118310.81,117781.52,-0.004473724759385789,-0.004473724759385789,10310.777617874312
1200,-1,117781.52,117921.53,-0.0011887263808447734,-0.0011887263808447734,10298.52092451292
1202,-1,117921.53,117189.99,0.0062036169306826094,0.0062036169306826094,10362.40900328122
1204,-1,117189.99,116789.34,0.0034188073571813637,0.0034188073571813637,10397.836083419761
1206,-1,116789.34,116900.01,-0.0009476036083431172,-0.0009476036083431172,10387.983056428153
1208,-1,116900.01,117263.29,-0.003107613078903837,-0.003107613078903837,10355.701224418564
1210,-1,117263.29,117457.45,-0.001655761150825663,-0.001655761150825663,10338.554656641614
1212,-1,117457.45,117480.91,-0.00019973190291477927,-0.00019973190291477927,10336.489717446655
1214,-1,117480.91,117096.42,0.0032727870425927064,0.0032727870425927064,10370.318847059809
1216,-1,117096.42,117784.77,-0.005878488855594499,-0.005878488855594499,10309.357043288406
1218,-1,117784.77,116975.25,0.006872874990544231,0.006872874990544231,10380.211965479813
1220,-1,116975.25,117236.82,-0.0022361140497670906,-0.0022361140497670906,10357.000627664243
1222,-1,117236.82,116600.0,0.005431911237442355,0.005431911237442355,10413.25893575985
1224,-1,116600.0,117341.72,-0.006361234991423714,-0.006361234991423714,10347.017748642938
1226,-1,117341.72,117750.0,-0.0034794103921436115,-0.0034794103921436115,10311.016227560616
1228,1,117750.0,117891.63,0.0012028025477708315,0.0012028025477708315,10323.418344149233
1230,1,117891.63,118147.25,0.0021682624966674613,0.0021682624966674613,10345.80222498226
1232,-1,118147.25,118358.7,-0.0017897157995636626,-0.0017897157995636626,10327.286179281049
1234,1,118358.7,118843.91,0.004099487405657687,0.004099487405657687,10369.622758907635
1236,1,118843.91,119171.48,0.002756304466926318,0.002756304466926318,10398.204596438352
1238,1,119171.48,119011.77,-0.0013401696446162514,-0.0013401696446162514,10384.269238279696
1240,1,119011.77,118054.01,-0.008047607392109302,-0.008047607392109302,10300.700716396062
1242,1,118054.01,118956.43,0.0076441283104233815,0.0076441283104233815,10379.440594359465
1244,1,118956.43,119008.28,0.0004358738741572221,0.0004358738741572221,10383.964721342913
1246,1,119008.28,118820.9,-0.0015745122944387235,-0.0015745122944387235,10367.61504122414
1248,1,118820.9,119171.52,0.002950827674256029,0.002950827674256029,10398.208086603818
1250,1,119171.52,119908.51,0.0061842795996895905,0.0061842795996895905,10462.51351274713
1252,1,119908.51,119249.16,-0.00549877569156676,-0.00549877569156676,10404.982497770547
1254,1,119249.16,119823.54,0.004816637702101945,0.004816637702101945,10455.09952875902
1256,1,119823.54,119598.59,-0.0018773439676377235,-0.0018773439676377235,10435.471710727652
1258,1,119598.59,119770.27,0.00143546842818143,0.00143546842818143,10450.451500901581
1260,1,119770.27,119999.61,0.001914832453830062,0.001914832453830062,10470.462364592684
1262,1,119999.61,119536.17,-0.0038620125515408388,-0.0038620125515408388,10430.02530752019
1264,1,119536.17,119789.25,0.002117183443304249,0.002117183443304249,10452.107584414516
1266,1,119789.25,119331.85,-0.0038183726836923393,-0.0038183726836923393,10412.197542327174
1268,1,119331.85,118821.53,-0.004276477738340612,-0.004276477738340612,10367.670011330207
1270,-1,118821.53,118975.95,-0.0012995961253823296,-0.0012995961253823296,10354.19622755424
1272,-1,118975.95,118701.49,0.002306852771505441,0.002306852771505441,10378.081833818484
1274,-1,118701.49,118489.91,0.0017824544578168844,0.0017824544578168844,10396.580292046761
1276,-1,118489.91,118333.75,0.0013179181248429428,0.0013179181248429428,10410.282133650036
1278,-1,118333.75,118335.93,-1.8422470343448794e-05,-1.8422470343448794e-05,10410.090350536162
1280,-1,118335.93,118045.77,0.0024520025321133065,0.0024520025321133065,10435.615918435205
1282,-1,118045.77,118427.3,-0.003232051432253691,-0.003232051432253691,10401.887471059577
1284,-1,118427.3,118508.27,-0.000683710597134235,-0.000683710597134235,10394.775590365416
1286,-1,118508.27,117782.88,0.0061210074199884446,0.0061210074199884446,10458.402088883158
1288,-1,117782.88,117494.54,0.002448063759351249,0.002448063759351249,10484.004924017678
1290,-1,117494.54,118124.96,-0.0053655259214600015,-0.0053655259214600015,10427.752723837146
1292,-1,118124.96,118495.09,-0.003133376722413095,-0.003133376722413095,10395.078646185195
1294,-1,118495.09,117746.17,0.006320261877517441,0.006320261877517441,10460.778265466475
1296,-1,117746.17,118055.91,-0.0026305738861824857,-0.0026305738861824857,10433.260415332194
1298,-1,118055.91,118383.01,-0.0027707210930820736,-0.0027707210930820736,10404.352760629814
1300,-1,118383.01,118462.22,-0.0006690993918807564,-0.0006690993918807564,10397.391214524763
1302,1,118462.22,117937.03,-0.004433396571497661,-0.004433396571497661,10351.295455961768
1304,-1,117937.03,117862.2,0.0006344911348030724,0.0006344911348030724,10357.863261162303
1306,-1,117862.2,118466.1,-0.00512378014325221,-0.00512378014325221,10304.791847058239
1308,1,118466.1,118620.89,0.001306618517871394,0.001306618517871394,10318.256278908415
1310,1,118620.89,119067.93,0.003768644797724763,0.003768644797724763,10357.142121755514
1312,1,119067.93,119041.95,-0.0002181947733532752,-0.0002181947733532752,10354.88224747767
1314,1,119041.95,118871.04,-0.0014357123686230544,-0.0014357123686230544,10340.015614959331
1316,1,118871.04,118454.56,-0.003503628806478032,-0.003503628806478032,10303.788038391327
1318,1,118454.56,118031.92,-0.003567950444457346,-0.003567950444457346,10267.024633280154
1320,-1,118031.92,117611.54,0.003561578935596499,0.003561578935596499,10303.591451945294
1322,-1,117611.54,117520.0,0.0007783249840959128,0.0007783249840959128,10311.610994598263
1324,-1,117520.0,118354.82,-0.007103641933287941,-0.007103641933287941,10238.361002337282
1326,-1,118354.82,118708.32,-0.002986781611429068,-0.002986781611429068,10207.78125396433
1328,1,118708.32,118483.1,-0.0018972553903551237,-0.0018972553903551237,10188.414485956679
1330,1,118483.1,118381.45,-0.0008579282614989969,-0.0008579282614989969,10179.673557229311
1332,-1,118381.45,118570.94,-0.0016006730784257073,-0.0016006730784257073,10163.379227819092
1334,1,118570.94,118463.86,-0.000903088058507473,-0.000903088058507473,10154.200801404366
1336,1,118463.86,118252.56,-0.001783666343473933,-0.001783666343473933,10136.089095190026
1338,1,118252.56,119056.27,0.006796554763803808,0.006796554763803808,10204.97957981628
1340,-1,119056.27,118919.94,0.001145088788687909,0.001145088788687909,10216.665187521916
1342,1,118919.94,118497.78,-0.00354995133700875,-0.00354995133700875,10180.396523279702
1344,1,118497.78,119076.22,0.004881441660763652,0.004881441660763652,10230.091534991532
1346,1,119076.22,118979.76,-0.0008100693824510952,-0.0008100693824510952,10221.804451059363
1348,1,118979.76,118969.58,-8.556077100840831e-05,-8.556077100840831e-05,10220.929865589433
1350,1,118969.58,118810.34,-0.0013384934199146548,-0.0013384934199146548,10207.249218218933
1352,1,118810.34,118596.07,-0.0018034625605817256,-0.0018034625605817256,10188.840826407348
1354,-1,118596.07,118293.69,0.0025496629019832184,0.0025496629019832184,10214.81893587665
1356,-1,118293.69,118322.03,-0.00023957321814882526,-0.00023957321814882526,10212.371738831374
1358,-1,118322.03,117636.37,0.005794863391035521,0.005794863391035521,10271.551037956373
1360,-1,117636.37,117403.79,0.001977109630295515,0.001977109630295515,10291.85902043159
1362,-1,117403.79,116494.61,0.007744043015987745,0.007744043015987745,10371.559619400294
1364,-1,116494.61,115530.13,0.0082791813286468,0.0082791813286468,10457.427642150178
1366,-1,115530.13,115988.0,-0.00396320855866783,-0.00396320855866783,10415.982675417159
1368,-1,115988.0,115566.97,0.0036299444770148126,0.0036299444770148126,10453.792114202473
1370,-1,115566.97,115405.81,0.0013945160974627724,0.0013945160974627724,10468.37009558526
1372,-1,115405.81,115266.58,0.0012064383933529932,0.0012064383933529932,10480.999539184402
1374,-1,115266.58,115354.99,-0.0007670046252781226,-0.0007670046252781226,10472.96056406031
1376,-1,115354.99,116000.0,-0.0055915223086577814,-0.0055915223086577814,10414.400771428673
1378,-1,116000.0,116341.61,-0.0029449137931034652,-0.0029449137931034652,10383.731258949985
1380,1,116341.61,116486.43,0.0012447824987120715,0.0012447824987120715,10396.656745892456
1382,1,116486.43,116140.75,-0.002967555963385493,-0.002967555963385493,10365.804085166912
1384,-1,116140.75,116124.68,0.00013836659398192008,0.00013836659398192008,10367.238366172061
1386,-1,116124.68,114970.07,0.009942847635834084,0.009942847635834084,10470.318237651283
1388,-1,114970.07,115694.15,-0.006297986945645873,-0.006297986945645873,10404.376310073798
1390,-1,115694.15,116134.34,-0.003804773188618382,-0.003804773188618382,10364.790018044932
1392,-1,116134.34,116191.84,-0.0004951162593251901,-0.0004951162593251901,10359.658241982506
1394,1,116191.84,116521.28,0.0028353109822514266,0.0028353109822514266,10389.03109476837
1396,1,116521.28,116665.61,0.0012386578657563874,0.0012386578657563874,10401.899549851492
1398,1,116665.61,117056.45,0.003350087485078035,0.003350087485078035,10436.746823354488
1400,1,117056.45,117249.83,0.0016520234468071493,0.0016520234468071493,10453.988573815059
1402,1,117249.83,117236.37,-0.00011479760780896964,-0.00011479760780896964,10452.788480934723
1404,1,117236.37,117577.4,0.0029089095815573174,0.0029089095815573174,10483.194697500907
1406,1,117577.4,117557.94,-0.00016550799728509702,-0.00016550799728509702,10481.459644941373
1408,1,117557.94,117198.34,-0.003058917160338126,-0.003058917160338126,10449.39772816807
1410,1,117198.34,117532.65,0.0028525148052438443,0.0028525148052438443,10479.204789893553
1412,1,117532.65,117559.57,0.0002290427383371263,0.0002290427383371263,10481.604975654225
1414,1,117559.57,117415.5,-0.0012255063539277078,-0.0012255063539277078,10468.7597021572
1416,1,117415.5,117373.06,-0.000361451426770798,-0.000361451426770798,10464.975754026334
1418,1,117373.06,117380.25,6.12576684972943e-05,6.12576684972943e-05,10465.616814041907
1420,1,117380.25,117308.0,-0.000615520924516666,-0.000615520924516666,10459.17500790489
1422,1,117308.0,117591.6,0.002417567429331413,0.002417567429331413,10484.46076874168
1424,1,117591.6,117595.22,3.0784511818815474e-05,3.0784511818815474e-05,10484.783527748128
1426,1,117595.22,117929.68,0.0028441632236411163,0.0028441632236411163,10514.603963465588
1428,1,117929.68,117821.62,-0.000916308769768559,-0.000916308769768559,10504.969339643221
1430,1,117821.62,117844.65,0.00019546497493405646,0.00019546497493405646,10507.022693211879
1432,1,117844.65,118081.76,0.0020120557021467977,0.0020120557021467977,10528.163408134342
1434,1,118081.76,118008.99,-0.0006162679147058148,-0.0006162679147058148,10521.675238825128
1436,1,118008.99,118037.34,0.00024023593456723447,0.00024023593456723447,10524.20292330934
1438,1,118037.34,117965.38,-0.0006096375943408505,-0.0006096375943408505,10517.786973556818
1440,1,117965.38,118055.44,0.000763444325784457,0.000763444325784457,10525.81671834159
1442,1,118055.44,117996.77,-0.0004969698982105752,-0.0004969698982105752,10520.585704278492
1444,1,117996.77,118249.99,0.0021459909453453996,0.0021459909453453996,10543.162785939603
1446,1,118249.99,117984.03,-0.0022491333825905846,-0.0022491333825905846,10519.44980655966
1448,1,117984.03,117964.48,-0.00016570039182428609,-0.00016570039182428609,10517.706729604937
1450,1,117964.48,117936.92,-0.000233629648517919,-0.000233629648517919,10515.249481478486
1452,1,117936.92,117850.0,-0.0007370041544242367,-0.0007370041544242367,10507.499698925829
1454,1,117850.0,117957.76,0.0009143826898598828,0.0009143826898598828,10517.107574764235
1456,1,117957.76,118033.18,0.0006393814192469094,0.0006393814192469094,10523.83201793176
1458,1,118033.18,118218.4,0.0015692197736263402,0.0015692197736263402,10540.34622322862
1460,1,118218.4,118091.8,-0.0010708992847136,-0.0010708992847136,10529.05857399753
1462,1,118091.8,118108.22,0.0001390443705659994,0.0001390443705659994,10530.522580319604
1464,1,118108.22,118143.4,0.0002978624180434153,0.0002978624180434153,10533.659227238639
1466,1,118143.4,118264.82,0.0010277340926367895,0.0010277340926367895,10544.48502794669
1468,1,118264.82,118047.65,-0.0018363026299791363,-0.0018363026299791363,10525.122162358095
1470,1,118047.65,118007.27,-0.00034206525924052045,-0.00034206525924052045,10521.52188371709
1472,-1,118007.27,117959.6,0.0004039581629166067,0.0004039581629166067,10525.772138368322
1474,-1,117959.6,118100.5,-0.0011944767530578382,-0.0011944767530578382,10513.199348241058
1476,1,118100.5,118000.0,-0.0008509701483059295,-0.0008509701483059295,10504.252929432516
1478,1,118000.0,118116.75,0.000989406779660973,0.000989406779660973,10514.64590849617
1480,-1,118116.75,118231.92,-0.0009750522258697991,-0.0009750522258697991,10504.393579598858
1482,1,118231.92,118291.04,0.0005000341701293376,0.0005000341701293376,10509.646135325145
1484,1,118291.04,118462.2,0.0014469396836818138,0.0014469396836818138,10524.852959379801
1486,1,118462.2,119037.21,0.004853953412987444,0.004853953412987444,10575.940105323174
1488,1,119037.21,119224.47,0.0015731215474554805,0.0015731215474554805,10592.577344587457
1490,1,119224.47,119080.52,-0.0012073863695933884,-0.0012073863695933884,10579.788011082737
1492,1,119080.52,119014.79,-0.0005519794505433051,-0.0005519794505433051,10573.948185509515
1494,1,119014.79,118774.99,-0.0020148756301632265,-0.0020148756301632265,10552.642994995922
1496,1,118774.99,119257.42,0.004061713665477917,0.004061713665477917,10595.504809255606
1498,1,119257.42,119455.32,0.0016594355303007902,0.0016594355303007902,10613.087366397558
1500,1,119455.32,119395.67,-0.0004993498824498177,-0.0004993498824498177,10607.787722468718
1502,1,119395.67,119188.25,-0.0017372489303841832,-0.0017372489303841832,10589.359354594117
1504,1,119188.25,119052.07,-0.0011425622911653832,-0.0011425622911653832,10577.260351907958
1506,1,119052.07,119340.62,0.0024237293816058436,0.0024237293816058436,10602.896768599772
1508,1,119340.62,119464.28,0.0010361937117471243,0.0010361937117471243,10613.8834235577
1510,1,119464.28,119172.95,-0.0024386368879467657,-0.0024386368879467657,10588.000015916645
1512,1,119172.95,119616.85,0.0037248385644561566,0.0037248385644561566,10627.438606696394
1514,1,119616.85,119469.9,-0.0012285058501374513,-0.0012285058501374513,10614.382736196092
1516,1,119469.9,118935.85,-0.004470163614433309,-0.004470163614433309,10566.93470869908
1518,-1,118935.85,118941.95,-5.1288152394635134e-05,-5.1288152394635134e-05,10566.392750141396
1520,-1,118941.95,119015.63,-0.0006194618467243451,-0.0006194618467243451,10559.84727297518
1522,-1,119015.63,118803.78,0.001780018305158837,0.001780018305158837,10578.643994420756
1524,-1,118803.78,118847.34,-0.00036665500037114107,-0.00036665500037114107,10574.765281703056
1526,-1,118847.34,118862.77,-0.00012983041942726814,-0.00012983041942726814,10573.392355491187
1528,1,118862.77,118268.71,-0.004997864343898373,-0.004997864343898373,10520.54797484363
1530,-1,118268.71,117947.07,0.002719569698528046,0.002719569698528046,10549.159338327925
1532,-1,117947.07,118101.23,-0.0013070269570918391,-0.0013070269570918391,10535.371302698073
1534,-1,118101.23,117974.78,0.0010706916430929247,0.0010706916430929247,10546.651436708753
1536,-1,117974.78,117773.18,0.0017088398045752573,0.0017088398045752573,10564.673974488782
1538,-1,117773.18,117765.41,6.597427359933405e-05,6.597427359933405e-05,10565.370971180062
1540,-1,117765.41,117925.09,-0.0013559159688740774,-0.0013559159688740774,10551.04521596316
1542,-1,117925.09,117942.33,-0.00014619450364627973,-0.00014619450364627973,10549.502711144863
1544,-1,117942.33,118164.36,-0.0018825302162506219,-0.0018825302162506219,10529.642953524715
1546,-1,118164.36,117827.04,0.002854667854165216,0.002854667854165216,10559.70158677998
1548,-1,117827.04,118080.54,-0.0021514586125561674,-0.0021514586125561674,10536.982825855079
1550,-1,118080.54,117849.5,0.0019566306183896875,0.0019566306183896875,10557.599809077594
1552,1,117849.5,118006.32,0.0013306802319907884,0.0013306802319907884,10571.648598440803
1554,-1,118006.32,118068.9,-0.0005303105799756569,-0.0005303105799756569,10566.042341341265
1556,-1,118068.9,118698.31,-0.005330870364676832,-0.005330870364676832,10509.716139351887
1558,1,118698.31,118571.7,-0.0010666537712289426,-0.0010666537712289426,10498.505910997303
1560,1,118571.7,118790.17,0.0018425138544864161,0.0018425138544864161,10517.849553589722
1562,1,118790.17,118963.77,0.0014614003835502487,0.0014614003835502487,10533.220342961462
1564,1,118963.77,118905.31,-0.0004914101158698392,-0.0004914101158698392,10528.044211932245
1566,1,118905.31,118932.41,0.00022791244562592183,0.00022791244562592183,10530.443684236245
1568,1,118932.41,118816.71,-0.0009728214537988444,-0.0009728214537988444,10520.1994427022
1570,1,118816.71,118381.27,-0.003664804386521059,-0.003664804386521059,10481.64496963751
1572,-1,118381.27,118610.11,-0.0019330760685367654,-0.0019330760685367654,10461.383152587805
1574,-1,118610.11,118905.95,-0.0024942224570907445,-0.0024942224570907445,10435.29013579639
1576,1,118905.95,118581.84,-0.0027257677180998474,-0.0027257677180998474,10406.84595881523
1578,1,118581.84,117748.11,-0.007030840472706412,-0.007030840472706412,10333.67708505477
1580,-1,117748.11,117479.68,0.0022796968885531177,0.0022796968885531177,10357.234736552882
1582,-1,117479.68,117649.26,-0.001443483673091439,-0.001443483673091439,10342.284237312293
1584,-1,117649.26,117851.91,-0.001722492772160411,-0.001722492772160411,10324.469727465894
1586,-1,117851.91,117616.49,0.001997591723375547,0.001997591723375547,10345.09380274172
1588,-1,117616.49,117675.88,-0.0005049462026964768,-0.0005049462026964768,10339.870086909486
1590,-1,117675.88,117431.07,0.002080375349646779,0.002080375349646779,10361.380897756842
1592,-1,117431.07,117659.75,-0.001947355159073183,-0.001947355159073183,10341.203609210474
1594,-1,117659.75,117878.03,-0.001855179872471302,-0.001855179872471302,10322.018816417538
1596,-1,117878.03,117875.98,1.739085731244927e-05,1.739085731244927e-05,10322.198325173951
1598,1,117875.98,117718.46,-0.0013363197489427714,-0.0013363197489427714,10308.404567699517
1600,-1,117718.46,117853.47,-0.0011468889416323957,-0.0011468889416323957,10296.58197249495
1602,-1,117853.47,118054.09,-0.00170228335236966,-0.00170228335236966,10279.054272416863
1604,1,118054.09,118078.39,0.0002058378494129709,0.0002058378494129709,10281.170090842295
1606,1,118078.39,117962.86,-0.0009784178120991749,-0.0009784178120991749,10271.110810896194
1608,1,117962.86,117966.61,3.178966667993777e-05,3.178966667993777e-05,10271.437326085306
1610,1,117966.61,118278.7,0.0026455791176842602,0.0026455791176842602,10298.6112261838
1612,1,118278.7,118157.76,-0.001022500247297331,-0.001022500247297331,10288.080893658209
1614,1,118157.76,118460.76,0.002564368180304033,0.002564368180304033,10314.4633209383
1616,1,118460.76,118128.37,-0.002805908049213879,-0.002805908049213879,10285.521885282757
1618,1,118128.37,117985.05,-0.0012132563921773976,-0.0012132563921773976,10273.042910108557
1620,1,117985.05,117612.09,-0.0031610784586691976,-0.0031610784586691976,10240.569015460429
1622,-1,117612.09,117721.3,-0.0009285610008291645,-0.0009285610008291645,10231.060022446372
1624,-1,117721.3,117637.66,0.000710491644247857,0.000710491644247857,10238.329105104118
1626,-1,117637.66,118637.34,-0.00849795890193672,-0.00849795890193672,10151.324205144441
1628,-1,118637.34,117992.23,0.0054376640609102855,0.0054376640609102855,10206.523695945405
1630,1,117992.23,117727.69,-0.0022420120375722385,-0.0022420120375722385,10183.64054695733
1632,-1,117727.69,117837.94,-0.0009364831672140639,-0.0009364831672140639,10174.103739004146
1634,-1,117837.94,116598.32,0.010519701888882294,0.010519701888882294,10281.132277325032
1636,-1,116598.32,116929.35,-0.00283906320434113,-0.00283906320434113,10251.943492977514
1638,-1,116929.35,117062.94,-0.001142484756821105,-0.001142484756821105,10240.230803808996
1640,-1,117062.94,117262.8,-0.0017072866955161192,-0.0017072866955161192,10222.747793998638
1642,-1,117262.8,117475.61,-0.0018148125407204674,-0.0018148125407204674,10204.195423101468
1644,-1,117475.61,117880.12,-0.0034433530500501686,-0.0034433530500501686,10169.058775668023
1646,1,117880.12,118293.05,0.0035029655551759298,0.0035029655551759298,10204.680638287748
1648,1,118293.05,118056.6,-0.00199884946748774,-0.00199884946748774,10184.283017828024
1650,1,118056.6,118393.64,0.0028549018013392935,0.0028549018013392935,10213.35814576097
1652,1,118393.64,118375.0,-0.00015744088956126667,-0.00015744088956126667,10211.750145569094
1654,1,118375.0,118432.49,0.0004856599788807259,0.0004856599788807259,10216.709583929127
1656,1,118432.49,118269.07,-0.001379857841374399,-0.001379857841374399,10202.611977096698
1658,1,118269.07,118658.97,0.0032967199285494075,0.0032967199285494075,10236.24713132485
1660,1,118658.97,118687.53,0.00024068976833357958,0.00024068976833357958,10238.710891275494
1662,1,118687.53,118606.52,-0.00068254853732308,-0.00068254853732308,10231.722474132579
1664,1,118606.52,118536.03,-0.0005943180863918762,-0.0005943180863918762,10225.641576411259
1666,1,118536.03,118484.32,-0.0004362386693732567,-0.0004362386693732567,10221.180756136477
1668,1,118484.32,118374.9,-0.0009234977252687848,-0.0009234977252687848,10211.741518958623
1670,1,118374.9,118571.83,0.0016636128098101999,0.0016636128098101999,10228.729902960033
1672,1,118571.83,118749.95,0.0015022117816685387,0.0015022117816685387,10244.095621531764
1674,-1,118749.95,117917.72,0.0070082555824233506,0.0070082555824233506,10315.888861858242
1676,-1,117917.72,118283.68,-0.0031035199798639113,-0.0031035199798639113,10283.873294665409
1678,-1,118283.68,118580.71,-0.0025111663756149927,-0.0025111663756149927,10258.04877783676
1680,1,118580.71,117750.0,-0.007005439586253215,-0.007005439586253215,10186.186636850787
1682,-1,117750.0,117594.33,0.0013220382165605171,0.0013220382165605171,10199.653164865724
1684,-1,117594.33,116779.84,0.006926269319277645,0.006926269319277645,10270.298709648805
1686,-1,116779.84,116563.6,0.0018516894696891661,0.0018516894696891661,10289.316113620023
1688,-1,116563.6,116338.97,0.0019271024573709328,0.0019271024573709328,10309.144679987246
1690,-1,116338.97,115747.91,0.005080498821675938,0.005080498821675938,10361.52027738641
1692,-1,115747.91,115660.09,0.000758717803198361,0.000758717803198361,10369.381747289064
1694,-1,115660.09,115312.36,0.0030064821841310208,0.0030064821841310208,10400.55710877274
1696,-1,115312.36,115347.12,-0.0003014421003957324,-0.0003014421003957324,10397.421942992587
1698,-1,115347.12,115987.78,-0.005554191556754962,-0.005554191556754962,10339.672669824799
1700,-1,115987.78,115677.49,0.0026751956111238373,0.0026751956111238373,10367.33331677157
1702,-1,115677.49,115554.64,0.0010620043709455018,0.0010620043709455018,10378.34347006903
1704,-1,115554.64,115628.39,-0.0006382262105615322,-0.0006382262105615322,10371.719739244223
1706,-1,115628.39,115063.27,0.004887381031596139,0.004887381031596139,10422.410285562837
1708,-1,115063.27,115007.16,0.00048764475405571606,0.00048764475405571606,10427.492719263208
1710,-1,115007.16,114649.57,0.0031092846741019864,0.0031092846741019864,10459.914762564522
1712,-1,114649.57,115069.5,-0.0036627263407964517,-0.0036627263407964517,10421.602957241192
1714,-1,115069.5,114763.92,0.002655612477676539,0.002655612477676539,10449.278696091831
1716,-1,114763.92,115287.45,-0.00456179956209235,-0.00456179956209235,10401.611181111819
1718,-1,115287.45,115799.92,-0.004445149927420511,-0.004445149927420511,10355.374459925044
1720,-1,115799.92,114392.07,0.012157607708191742,0.012157607708191742,10481.27104028024
1722,1,114392.07,115618.69,0.01072294609232971,0.01072294609232971,10593.661144624262
1724,1,115618.69,115333.12,-0.0024699293859842264,-0.0024699293859842264,10567.495549657995
1726,-1,115333.12,114948.75,0.003332694025792393,0.003332694025792393,10602.713778943928
1728,1,114948.75,114394.25,-0.004823888907012908,-0.004823888907012908,10551.567465561448
1730,-1,114394.25,113884.53,0.004455818364996533,0.004455818364996533,10598.583333653996
1732,-1,113884.53,113370.14,0.004516767992983728,0.004516767992983728,10646.454675626414
1734,-1,113370.14,113943.0,-0.005053006020809381,-0.005053006020809381,10592.658076050198
1736,-1,113943.0,114112.77,-0.0014899555040679413,-0.0014899555040679413,10576.875486847077
1738,-1,114112.77,113090.94,0.008954563104550006,0.008954563104550006,10671.586785843017
1740,-1,113090.94,113343.12,-0.002229886850352303,-0.002229886850352303,10647.790354796873
1742,-1,113343.12,113867.11,-0.004623041963199848,-0.004623041963199848,10598.565173171291
1744,-1,113867.11,113665.92,0.0017668842214402236,0.0017668842214402236,10617.291610745673
1746,-1,113665.92,113688.34,-0.0001972446974431996,-0.0001972446974431996,10615.197406274245
1748,-1,113688.34,113894.0,-0.0018089805867513853,-0.0018089805867513853,10595.99472024176
1750,-1,113894.0,114037.25,-0.0012577484327531696,-0.0012577484327531696,10582.667624488915
1752,1,114037.25,113895.21,-0.001245557920767082,-0.001245557920767082,10569.486299006387
1754,-1,113895.21,113730.61,0.0014451880812196283,0.0014451880812196283,10584.761194630324
1756,-1,113730.61,114023.4,-0.0025744168610366547,-0.0025744168610366547,10557.511606940821
1758,-1,114023.4,113761.05,0.0023008435110687397,0.0023008435110687397,10581.802789014684
1760,-1,113761.05,113619.46,0.001244626346187827,0.001244626346187827,10594.973179556056
1762,-1,113619.46,113571.84,0.0004191183446921043,0.0004191183446921043,10599.41372717713
1764,-1,113571.84,113787.06,-0.0018950120029754824,-0.0018950120029754824,10579.327710939628
1766,-1,113787.06,113670.71,0.0010225240022898596,0.0010225240022898596,10590.145327452154
