mu,sigma
2.4699555620052495e-05,0.0010688469055894834
2.472379534981913e-05,0.0014830693707056873
2.4681647153273942e-05,0.0011067198310719985
2.4696383723751875e-05,0.0010673018980488199
11.636361082265271,30.209383722485082
50.6677869014138,11.712352891676726
0.026403635960629772,0.024329493377642668
0.509784164100874,0.3219689248626341
0.0024140975530868433,66.7470670458011
36908.94141828963,23868.91529260892
