close_time,close,volume,RSI_14,zigzag,Google Trends
2019-09-24 13:29:59.999,9665.05,0.0384437984465623,0.0,9469.3818359375,24
2019-09-24 13:59:59.999,9638.699,0.0797102328106319,0.0,9469.3818359375,24
2019-09-24 14:29:59.999,9635.141,0.4521978143797948,0.0,9469.3818359375,24
2019-09-24 14:59:59.999,9631.647,0.324765000742043,0.0,9469.3818359375,24
2019-09-24 15:29:59.999,9628.374,0.5415897912226809,3.493331798804355,9469.3818359375,24
2019-09-24 15:59:59.999,9625.274,0.083038856019518,3.2248123234579755,9469.3818359375,24
2019-09-24 16:29:59.999,9622.354,0.3902445552226543,14.838267147835104,9469.3818359375,24
2019-09-24 16:59:59.999,9619.5625,0.2006827104029434,12.545088479638666,9469.3818359375,24
2019-09-24 17:29:59.999,9616.861,0.3353890199409295,13.537178455136283,9469.3818359375,24
2019-09-24 17:59:59.999,9614.208,0.3669087717456994,12.098996807830437,9469.3818359375,24
2019-09-24 18:29:59.999,9611.559,0.3341241469302641,10.876068966208218,9469.3818359375,24
2019-09-24 18:59:59.999,9608.712,2.1780739989955262,3.3129429902549496,9469.3818359375,24
2019-09-24 19:29:59.999,9605.4375,11.162902710320802,3.169583203799897,9469.3818359375,24
2019-09-24 19:59:59.999,9601.502,11.230487910823534,2.7280500552446014,9469.3818359375,24
2019-09-24 20:29:59.999,9596.705,5.736002573866624,8.006568006816368,9469.3818359375,24
2019-09-24 20:59:59.999,9590.9,1.7070403934968046,16.8145458995075,9469.3818359375,24
2019-09-24 21:29:59.999,9583.983,0.9188757776773808,16.690135774377364,9469.3818359375,24
2019-09-24 21:59:59.999,9575.89,0.9977143869153215,21.976432000091616,9469.3818359375,24
2019-09-24 22:29:59.999,9566.588,0.3431818336219656,21.69086221800317,9469.3818359375,24
2019-09-24 22:59:59.999,9556.075,0.3075776198580338,25.105980308592795,9469.3818359375,24
2019-09-24 23:29:59.999,9544.373,0.5252582277596188,25.480076194041366,9469.3818359375,24
2019-09-24 23:59:59.999,9531.504,0.2805782370165529,21.35271274965231,9469.3818359375,24
2019-09-25 00:29:59.999,9517.507,0.3793737315338819,28.681085919781296,9469.3818359375,24
2019-09-25 00:59:59.999,9502.44,0.1472474435514419,33.89727163730574,9469.3818359375,24
2019-09-25 01:29:59.999,9486.372,0.2121122720340965,32.29376976693877,9469.3818359375,88
2019-09-25 01:59:59.999,9469.382,0.1834427693034955,34.229629619063374,9469.3818359375,88
2019-09-25 02:29:59.999,9451.554,0.4286232247066078,33.35302733265382,9465.074125896517,88
2019-09-25 02:59:59.999,9432.97,0.5593340056934389,30.99273178226372,9460.766415855533,88
2019-09-25 03:29:59.999,9413.713,0.3784007962415768,32.515514099478416,9456.45870581455,88
2019-09-25 03:59:59.999,9393.863,0.2014356926197713,31.33750498092821,9452.150995773565,88
2019-09-25 04:29:59.999,9373.489,0.6446617067468607,27.72296834065143,9447.843285732582,88
2019-09-25 04:59:59.999,9352.658,0.4937742778407273,32.163659775606554,9443.535575691598,88
2019-09-25 05:29:59.999,9331.433,0.007522204745752,30.887473237347837,9439.227865650615,88
2019-09-25 05:59:59.999,9309.873,0.3134738857653243,32.25150911315978,9434.92015560963,88
2019-09-25 06:29:59.999,9288.04,0.3115695301334883,32.7800046222183,9430.612445568648,88
2019-09-25 06:59:59.999,9265.99,0.6009178961413357,31.557566265345745,9426.304735527663,88
2019-09-25 07:29:59.999,9243.777,0.6127892682790748,30.883143557560413,9421.99702548668,88
2019-09-25 07:59:59.999,9221.442,0.7371031282630056,26.10501321409148,9417.689315445698,88
2019-09-25 08:29:59.999,9199.021,0.0281873198846201,30.044301239223593,9413.381605404713,88
