open,high,low,close,volume,close_time,number_of_trades,RSI_14,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0
168.16,168.58,167.97,168.58,13.01541,1569468599999,22,48.81126367366988,166.6885907928392,168.89100000000002,171.09340920716085,2.608083565330096,0.4293955003936521
168.41,168.75,168.31,168.51,32.99334,1569470399999,12,48.45076228851537,166.66775875333164,168.87650000000002,171.0852412466684,2.61580651738801,0.417034192992762
167.96,168.42,167.96,168.37,32.83231,1569472199999,6,47.692100834490184,166.72673804140635,168.9005,171.07426195859364,2.5740148295518894,0.3779765194844043
168.19,168.71,168.19,168.59,23.07841,1569473999999,8,49.04241726313446,166.955350507724,168.97299999999998,170.99064949227596,2.3881324143809706,0.40508757802923834
168.83,168.83,168.83,168.83,0.39118,1569475799999,1,50.542360762913646,167.20673948351424,169.05299999999997,170.8992605164857,2.184238690216356,0.439607656122001
169.15,169.8,169.15,169.16,9.05062,1569477599999,15,52.60801834860891,167.33788514185915,169.11249999999998,170.88711485814082,2.098738837331169,0.5133831855915421
169.09,169.66,169.09,169.66,9.08917,1569479399999,8,55.6317157866099,167.33774197575985,169.11299999999997,170.8882580242401,2.099493266916342,0.6540621116849096
169.71,169.95,169.43,169.46,4.02554,1569481199999,6,54.143638208267355,167.34139424159503,169.097,170.852605758405,2.0764481432609476,0.6033831195478064
169.58,169.69,169.15,169.15,6.30606,1569482999999,5,51.829463140663265,167.3343270740986,169.07550000000003,170.81667292590146,2.0596395407985466,0.521393624634211
169.29,169.29,169.11,169.25,8.14967,1569484799999,8,52.53424090789452,167.42576684465308,169.00550000000007,170.58523315534705,1.8694458527645377,0.5773864874495931
169.86,170.52,169.86,170.52,1.99223,1569486599999,4,60.44867930783743,167.4319734206922,169.00350000000003,170.57502657930786,1.859756252749592,0.982492634858239
170.25,170.25,170.06,170.17,3.52134,1569488399999,5,57.598326964836495,167.39722473167626,169.02900000000002,170.6607752683238,1.930763677621904,0.8496192221285628
170.77,170.77,169.96,169.96,5.45514,1569490199999,9,55.89529455007319,167.40772572065774,169.08700000000002,170.7662742793423,1.986284314397062,0.7599337138486744
170.3,170.3,170.05,170.05,2.0,1569491999999,2,56.48906605071607,167.40436405358736,169.08950000000002,170.77463594641267,1.9931881594216758,0.7849918435496919
169.72,170.01,169.72,170.01,1.52019,1569493799999,3,56.12739688134179,167.39179728353434,169.103,170.81420271646567,2.023858496260461,0.7650182796206956
