,open,high,low,close,volume,number_of_trades,RSI_14,BBL_20_2.0_2.0,BBM_20_2.0_2.0,BBU_20_2.0_2.0,BBB_20_2.0_2.0,BBP_20_2.0_2.0
78,8391.57,8441.96,8391.57,8429.4,2.32405,65,45.35979078604078,8222.536576811086,8392.2545,8561.972423188912,4.044632421214422,0.6094330501518507
79,8415.86,8419.79,8381.01,8384.04,0.521833,28,42.19755412558079,8227.260337170712,8385.262,8543.26366282929,3.768556374965714,0.4961329520901307
80,8375.0,8417.29,8373.75,8417.29,0.215507,8,45.212688046320984,8230.428252515934,8381.702000000001,8532.975747484068,3.6096188455296288,0.6176278124654382
81,8391.98,8417.29,8325.99,8325.99,2.66583,60,39.17063162125187,8231.357373528956,8372.743,8514.128626471045,3.3772833221094882,0.3346614108981742
82,8332.35,8339.3,8247.78,8306.28,0.22718,9,37.990316712260196,8234.297936201065,8362.490000000002,8490.682063798939,3.0658826210599215,0.28075865878809936
83,8336.6,8336.6,8307.49,8334.42,0.205207,8,40.73599994511895,8239.674880624574,8355.0665,8470.458119375427,2.7621951153931965,0.41053726383357464
84,8372.4,8395.69,8370.83,8379.69,0.184634,13,44.95834288299404,8247.218333770788,8350.680000000002,8454.141666229216,2.4779219471758878,0.6401968528891092
85,8355.43,8380.38,8338.45,8360.98,0.300481,20,43.576487052180795,8247.994164451773,8351.5095,8455.024835548227,2.4789610919613296,0.5457444297979752
86,8385.3,8389.17,8359.97,8359.97,0.357531,15,43.49876189559413,8247.870001739613,8350.209500000003,8452.548998260392,2.451183967549305,0.5476868665857749
87,8355.7,8370.75,8327.11,8336.96,1.85327,60,41.675012921148706,8259.037615462688,8353.749500000002,8448.461384537315,2.2675299166515193,0.411365400012772
88,8351.55,8351.55,8328.42,8336.11,0.104305,7,41.60561808838116,8270.245864656343,8357.03,8443.814135343659,2.0769133374813276,0.37947105817694315
89,8332.08,8332.53,8332.08,8332.53,0.034764,2,41.29374033496193,8282.407315245398,8360.131500000001,8437.855684754604,1.8594010095320364,0.32243943704815714
90,8356.2,8456.67,8356.2,8456.67,0.28411,8,54.13314251073561,8275.50188158351,8363.085000000001,8450.668118416492,2.094516997411621,1.0342639180473518
91,8476.0,8504.86,8476.0,8494.72,1.16,17,57.22140702445293,8263.350953192381,8367.549500000003,8471.748046807625,2.4905391191918684,1.1102316390015834
92,8487.95,8514.65,8476.96,8514.65,0.140103,7,58.78668118073009,8251.090780069495,8374.347,8497.603219930505,2.9436616354804697,1.0691518045868456
93,8531.81,8579.62,8531.81,8579.62,0.768887,22,63.47813185276142,8235.295490241988,8386.867500000002,8538.439509758016,3.614508271604725,1.1358446401407798
94,8582.18,8617.59,8507.22,8512.78,1.324276,19,56.368976964911624,8242.65750546,8397.7395,8552.82149454,3.6934223677693234,0.8709021809438003
95,8464.31,8468.87,8431.58,8431.58,0.291193,13,49.165262751031364,8253.375519322664,8403.7095,8554.043480677337,3.577800510056577,0.5926952771237324
96,8382.67,8382.67,8344.24,8375.96,0.22,3,44.9297146225317,8252.168167462678,8402.929,8553.689832537322,3.588292428445418,0.4105570075923912
97,8383.98,8452.05,8383.15,8435.28,1.084761,17,49.888169493002756,8253.966919260289,8405.246,8556.52508073971,3.5996348171061383,0.5992668644373829
